question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
210,PrepMaster,General,AI & ML,Deep Learning,Hard,Layer Normalization:,Normalizes weights,Normalizes across batch,Normalizes loss,Normalizes across features for one sample (Transformers),D
211,PrepMaster,General,AI & ML,Deep Learning,Easy,CNN is:,Recurrent network,Fully connected network,Network using convolutional layers to extract spatial features,Graph network,C
212,PrepMaster,General,AI & ML,Deep Learning,Medium,Convolutional layer:,Applies filters to detect local patterns,Normalizes activations,Fully connects neurons,Reduces spatial dimensions,A
213,PrepMaster,General,AI & ML,Deep Learning,Easy,Pooling layer:,Normalizes activations,Reduces spatial dimensions (downsampling),Increases spatial dimensions,Adds features,B
214,PrepMaster,General,AI & ML,Deep Learning,Easy,Max Pooling:,Takes sum,Takes maximum value in pooling window,Takes minimum,Takes average,B
215,PrepMaster,General,AI & ML,Deep Learning,Medium,Stride in convolution:,Filter size,Number of filters,Number of pixels filter moves per step,Padding amount,C
216,PrepMaster,General,AI & ML,Deep Learning,Medium,Padding in CNN:,Reducing stride,Adding zeros to control output spatial size,Increasing filter size,Removing border pixels,B
217,PrepMaster,General,AI & ML,Deep Learning,Easy,RNN:,Network for images,Network for tabular data,Network with loops to process sequential data,Network for graphs,C
218,PrepMaster,General,AI & ML,Deep Learning,Hard,Vanishing gradient in RNNs:,Gradients increase,RNNs have no gradients,Gradients decay through many time steps,Sequences are fast,C
219,PrepMaster,General,AI & ML,Deep Learning,Medium,LSTM:,Bidirectional RNN,RNN variant with gates to control long-range information,Simplified RNN,Attention mechanism,B
220,PrepMaster,General,AI & ML,Deep Learning,Hard,LSTM gates:,"Input, Forget, and Output gates",On and Off gates,Left and Right gates,Up and Down gates,A
221,PrepMaster,General,AI & ML,Deep Learning,Hard,GRU vs LSTM:,GRU is more complex,GRU has more gates,They are identical,GRU has fewer gates (reset and update) — simpler,D
222,PrepMaster,General,AI & ML,Deep Learning,Medium,Autoencoder:,Recurrent network,Compresses input to lower-dimensional representation and reconstructs,CNN variant,Supervised classifier,B
223,PrepMaster,General,AI & ML,Deep Learning,Medium,Autoencoder bottleneck:,Compressed lower-dimensional representation,Input layer,Loss function,Final layer,A
224,PrepMaster,General,AI & ML,Deep Learning,Hard,VAE (Variational Autoencoder):,Deterministic autoencoder,CNN variant,Attention model,Generative model with probabilistic latent space,D
225,PrepMaster,General,AI & ML,Deep Learning,Medium,GAN (Generative Adversarial Network):,Ensemble,Supervised model,Generator creates fakes; Discriminator distinguishes real/fake,Autoencoder variant,C
226,PrepMaster,General,AI & ML,Deep Learning,Hard,Mode collapse in GANs:,Generator produces only a few output types,Generator overfits,Overfitting,Training divergence,A
227,PrepMaster,General,AI & ML,Deep Learning,Medium,Transformer model:,RNN with attention,CNN variant,Ensemble,Attention-based architecture processing tokens in parallel,D
228,PrepMaster,General,AI & ML,Deep Learning,Hard,Self-attention:,Each token attends to all other tokens,Cross-attention,Layer normalization,Feed-forward network,A
229,PrepMaster,General,AI & ML,Deep Learning,Medium,BERT:,Bidirectional Encoder Representations from Transformers,CNN for text,Unidirectional LM,RNN for text,A
230,PrepMaster,General,AI & ML,Deep Learning,Easy,GPT:,Speech model,Image model,Generative Pre-trained Transformer for text generation,Discriminative model,C
231,PrepMaster,General,AI & ML,Deep Learning,Medium,Fine-tuning:,Training from scratch,Hyperparameter tuning,Feature extraction only,Adapting pre-trained model to specific task,D
232,PrepMaster,General,AI & ML,Deep Learning,Hard,Xavier/Glorot init:,For Sigmoid/Tanh — keeps activation variance stable,For memory reduction,For training speed,For ReLU,A
233,PrepMaster,General,AI & ML,Deep Learning,Hard,He init:,For all equally,For ReLU activations — keeps variance stable,For Sigmoid,For Tanh,B
234,PrepMaster,General,AI & ML,Deep Learning,Hard,ResNet's key innovation:,Residual (skip) connections enabling very deep networks,Batch norm only,Larger kernels,Attention mechanism,A
235,PrepMaster,General,AI & ML,Deep Learning,Hard,Skip connections:,Skip layers randomly,Add input to layer output to prevent vanishing gradients,Dropout variant,Attention variant,B
236,PrepMaster,General,AI & ML,Deep Learning,Easy,Softmax output layer:,Converts logits to probability distribution over classes,Creates embeddings,Applies regularization,Reduces dimensions,A
237,PrepMaster,General,AI & ML,Deep Learning,Easy,Dense (fully connected) layer:,Conv layer,Attention layer,Every neuron connected to every previous neuron,Recurrent layer,C
238,PrepMaster,General,AI & ML,Deep Learning,Medium,Embedding layer:,Attention,Positional encoding,Maps discrete tokens to dense continuous vectors,One-hot encoding,C
239,PrepMaster,General,AI & ML,Deep Learning,Hard,Positional encoding in Transformers:,Sorts tokens,Adds position info since attention is permutation-invariant,Maps positions to labels,Encodes feature positions,B
240,PrepMaster,General,AI & ML,Deep Learning,Hard,Multi-head attention:,Stacked self-attention,Multi-layer attention,Parallel attention heads with different projections,Hierarchical attention,C
241,PrepMaster,General,AI & ML,Deep Learning,Medium,Seq2Seq model:,Encoder encodes input; Decoder generates output,Single forward pass,Bidirectional model,Classification model,A
242,PrepMaster,General,AI & ML,Deep Learning,Hard,Beam search:,Keeps top-k sequences at each generation step,Random sampling,Nucleus sampling,Greedy decoding,A
243,PrepMaster,General,AI & ML,Deep Learning,Medium,Object detection vs classification:,Segments pixels,Generates images,Detection localizes + classifies multiple objects,Classifies one object,C
244,PrepMaster,General,AI & ML,Deep Learning,Medium,Semantic segmentation:,Object bounding boxes,Labels every pixel with a class,Feature extraction,Image classification,B
245,PrepMaster,General,AI & ML,Deep Learning,Hard,Instance segmentation:,Detects and segments each instance separately,Object detection,Image generation,Semantic segmentation,A
246,PrepMaster,General,AI & ML,Deep Learning,Hard,Siamese network:,Image classifier,Twin networks comparing inputs for similarity,Generative model,Object detector,B
247,PrepMaster,General,AI & ML,Deep Learning,Hard,Attention mechanism advantage:,Smaller model,Better for images,Models dependencies regardless of distance,Faster training,C
248,PrepMaster,General,AI & ML,Deep Learning,Medium,ResNet-50 has approximately:,50 convolutional layers,50 attention heads,50 layers,50 million parameters,C
249,PrepMaster,General,AI & ML,Deep Learning,Hard,What is depthwise separable convolution?,Standard convolution,Transposed convolution,Splits into depthwise + pointwise steps for efficiency,Dilated convolution,C
250,PrepMaster,General,AI & ML,Deep Learning,Hard,Dilated (atrous) convolution:,Transposed conv,Gaps in kernel to increase receptive field,Separable conv,Depthwise conv,B
251,PrepMaster,General,AI & ML,Deep Learning,Hard,Transposed convolution:,"Upsamples feature maps (used in decoders, GANs)",Normalizes activations,Reduces feature maps,Applies filters,A
252,PrepMaster,General,AI & ML,Deep Learning,Hard,U-Net architecture:,Object detection,Image classification,Text generation,Encoder-decoder with skip connections for segmentation,D
253,PrepMaster,General,AI & ML,Deep Learning,Medium,Word2Vec:,Character-level model,Image embedding,Learns word embeddings from co-occurrence contexts,Sentence-level model,C
254,PrepMaster,General,AI & ML,Deep Learning,Hard,CBOW vs Skip-gram:,Skip-gram always slower,CBOW predicts word from context; Skip-gram predicts context from word,No difference,CBOW always better,B
255,PrepMaster,General,AI & ML,Deep Learning,Hard,GloVe:,Word embeddings from global word co-occurrence statistics,Document embeddings,Sentence embeddings,Character embeddings,A
256,PrepMaster,General,AI & ML,Deep Learning,Hard,FastText vs Word2Vec:,FastText: slower,FastText uses subword (character n-gram) information,FastText: ignores order,FastText: larger context,B
257,PrepMaster,General,AI & ML,Deep Learning,Hard,BLEU score:,Measures machine translation quality vs reference,Training loss,Model complexity,Perplexity,A
258,PrepMaster,General,AI & ML,Deep Learning,Hard,What is a language model's perplexity?,Loss value,Model complexity,Measures how well model predicts sequences (lower = better),Training accuracy,C
259,PrepMaster,General,AI & ML,Deep Learning,Hard,Reinforcement learning from human feedback (RLHF):,Fine-tuning LLMs using human preference judgments,Multi-task learning,Supervised fine-tuning,Unsupervised training,A
260,PrepMaster,General,AI & ML,Deep Learning,Easy,What is dropout rate of 0.5?,50% gradients applied,50% of neurons randomly deactivated during training,50% training data used,50% learning rate,B
261,PrepMaster,General,AI & ML,Deep Learning,Hard,Batch size effect: smaller batch → ?,Less memory needed always,Slower training,Noisier gradient updates; can escape local minima,Always worse performance,C
262,PrepMaster,General,AI & ML,Deep Learning,Medium,Learning rate too high → ?,No effect,Model converges faster,Model underfits,Model diverges; loss increases or oscillates,D
263,PrepMaster,General,AI & ML,Deep Learning,Medium,Learning rate too low → ?,Model diverges,Very slow convergence; may get stuck in local minima,Overfitting,Underfitting only,B
264,PrepMaster,General,AI & ML,Deep Learning,Hard,Adam optimizer combines:,L1 + L2 regularization,Momentum + RMSprop (adaptive learning rates + momentum),SGD + Batch norm,Dropout + Early stopping,B
265,PrepMaster,General,AI & ML,Deep Learning,Hard,What is momentum in optimization?,Always increases learning rate,Clips gradients,Decreases batch size,Accumulates past gradients to accelerate relevant directions,D
266,PrepMaster,General,AI & ML,Deep Learning,Hard,RMSprop adapts:,Learning rate based on moving average of squared gradients,Batch size,Network depth,Momentum based on gradients,A
267,PrepMaster,General,AI & ML,Deep Learning,Hard,What is weight decay?,L2 regularization added to optimizer,Reducing learning rate,Decreasing weights randomly,Removing neurons,A
268,PrepMaster,General,AI & ML,Deep Learning,Hard,What is label smoothing?,Encodes labels,Augments labels,Selects labels,Replaces hard 0/1 targets with soft values to reduce overconfidence,D
269,PrepMaster,General,AI & ML,Deep Learning,Hard,What is CutMix augmentation?,Standard cropping,Brightness adjustment,Mixes patches from two images with corresponding label blending,Random erasing,C
270,PrepMaster,General,AI & ML,Deep Learning,Hard,What is Mixup augmentation?,Flipping images,Rotating images,Mixing datasets,Linear interpolation between two training examples,D
271,PrepMaster,General,AI & ML,Deep Learning,Hard,What is knowledge distillation?,Training smaller student using larger teacher's outputs,Feature reduction,Model pruning,Compressing datasets,A
272,PrepMaster,General,AI & ML,Deep Learning,Hard,Model pruning:,Removing outliers,Removing less important weights to compress model,Selecting features,Reducing dataset,B
273,PrepMaster,General,AI & ML,Deep Learning,Hard,Model quantization:,Pruning neurons,Reducing dataset,Reducing weight precision (float32 → int8) for efficiency,Compressing images,C
274,PrepMaster,General,AI & ML,Deep Learning,Hard,What is a 1×1 convolution?,Convolves across channels; used for channel reduction,Padding,Upsampling,Spatial feature extraction,A
275,PrepMaster,General,AI & ML,Deep Learning,Hard,Global Average Pooling (GAP):,Adaptive pooling,Averages entire feature map to one value per channel,Max pooling variant,Standard pooling,B
276,PrepMaster,General,AI & ML,Deep Learning,Hard,What is the receptive field in CNNs?,Region in input space that influences a particular output neuron,Padding only,Stride only,Filter size only,A
277,PrepMaster,General,AI & ML,Deep Learning,Hard,What is a hypercolumn in CNNs?,Single layer feature,Pooled feature,Concatenation of feature maps at different layers for a pixel,Flattened feature,C
278,PrepMaster,General,AI & ML,Deep Learning,Hard,What is attention pooling?,Weighted aggregation of feature vectors using attention scores,Max pooling,Global pooling,Average pooling,A
279,PrepMaster,General,AI & ML,Deep Learning,Hard,What is ViT (Vision Transformer)?,Attention-based RNN,Applies Transformer to image patches directly,Encoder-only model,CNN variant,B
280,PrepMaster,General,AI & ML,Deep Learning,Easy,What is a prompt in LLMs?,Model weight,Input text guiding the model's response generation,Training batch,Evaluation metric,B
281,PrepMaster,General,AI & ML,Deep Learning,Hard,What is in-context learning?,Fine-tuning,Transfer learning,LLM learns task from examples in the prompt without fine-tuning,Pre-training,C
282,PrepMaster,General,AI & ML,Deep Learning,Hard,What is chain-of-thought prompting?,Training the model,Asking model to show step-by-step reasoning,Asking for direct answer,Using many examples,B
283,PrepMaster,General,AI & ML,Deep Learning,Hard,What is RAG (Retrieval-Augmented Generation)?,Fine-tuning technique,Training with retrieved data,Prompt engineering,Augmenting LLM with retrieved relevant documents at inference,D
284,PrepMaster,General,AI & ML,Deep Learning,Medium,What is a hallucination in LLMs?,Model refuses to answer,Model is very slow,Model generates confident but factually incorrect information,Model crashes,C
285,PrepMaster,General,AI & ML,Deep Learning,Hard,EfficientNet scales:,Only resolution,Only width,Only depth,"Width, depth, and resolution uniformly",D
286,PrepMaster,General,AI & ML,Deep Learning,Hard,What is a Swin Transformer?,Transformer with shifted windows for efficient image processing,Standard Transformer,LSTM variant,CNN variant,A
287,PrepMaster,General,AI & ML,Deep Learning,Hard,What is CLIP?,GAN variant,Image classifier only,Model learning visual-semantic embeddings from image-text pairs,Text model only,C
288,PrepMaster,General,AI & ML,Deep Learning,Hard,What is DALL-E?,Diffusion/transformer model generating images from text descriptions,Image classifier,Segmentation model,Object detector,A
